country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Ecology and Evolution question paper,https://gate2026.iitg.ac.in/doc/download/2024/EY24S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Data Science and Artificial Intelligence question paper,https://gate2026.iitg.ac.in/doc/download/2024/DA24S1.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Computer Science and Information Technology question paper,https://gate2026.iitg.ac.in/doc/download/2024/CS124S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Computer Science and Information Technology question paper,https://gate2026.iitg.ac.in/doc/download/2024/CS224S6.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Civil Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/CE124S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Civil Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/CE224S4.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Chemistry question paper,https://gate2026.iitg.ac.in/doc/download/2024/CY24S1.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Chemical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/CH24S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Biotechnology question paper,https://gate2026.iitg.ac.in/doc/download/2024/BT24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Biomedical Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/BM24S3.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Architecture and Planning question paper,https://gate2026.iitg.ac.in/doc/download/2024/AR24S1.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Agricultural Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/AG24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2024 — Aerospace Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2024/AE24S5.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Textile Engineering & Fibre Science question paper,https://gate2026.iitg.ac.in/doc/download/2023/tf_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Production & Industrial Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2023/pi_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Physics question paper,https://gate2026.iitg.ac.in/doc/download/2023/ph_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Petroleum Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2023/pe_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Naval Architecture & Marine Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2023/nm_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
India,GA/EM/DM,general aptitude;engineering mathematics;discrete mathematics;engineering entrance;exam;past-year,A,National examination archive,GATE official downloads archive — IIT Guwahati,https://gate2026.iitg.ac.in/download.html,GATE 2023 — Mining Engineering question paper,https://gate2026.iitg.ac.in/doc/download/2023/mn_2023.pdf,Exam paper,English,Official GATE question paper from the IIT Guwahati downloads archive. Includes General Aptitude plus paper-specific engineering mathematics or discrete-mathematics content where applicable.,Free public PDF,HTTP 200 · verified 2026-08-14,Yes
